age,income,tenure_months,transactions_last_30d,amount_last_30d,days_since_last_purchase,is_active_app_user,support_tickets_last_90d,discount_rate_mean,segment_code,target_purchase_next_30d
22,52028.31387551607,116,4,90.31184523919319,41,1,1,0.23268066057062392,3,0
59,38273.08189777419,75,0,0.0,20,0,0,0.15137422807064105,2,0
50,54077.62562758476,43,3,140.11438656706446,8,0,1,0.18397766605051358,4,0
62,31545.126845106774,40,1,26.15434217161695,83,0,0,0.030635934093770155,1,0
62,61923.848138112495,115,4,85.19107729941653,72,0,0,0.08221573780414618,2,0
36,44265.351795515206,59,1,58.7947530826938,84,1,0,0.11104998667235663,3,0
20,33778.113946830585,6,2,92.29168066482897,36,0,0,0.26432291664765606,1,0
36,44494.77950806345,22,3,181.56510308141503,65,1,1,0.18035300073149246,2,0
25,43977.86944710485,12,3,212.63834311803515,104,0,0,0.15707534581635793,1,0
45,55475.875526043725,15,3,167.14838095667204,177,0,0,0.048500332700845125,0,0
25,67489.96368654395,31,2,167.61752723579656,94,1,2,0.13741567059448437,4,0
65,66712.00912119134,46,2,26.240846050561366,45,0,0,0.0727537876722326,3,0
49,52394.472765077844,105,2,88.49619330470937,69,1,0,0.009320597116539918,4,0
31,47192.1402144755,93,1,41.390718629294796,128,0,0,0.04389604944848045,4,0
65,41470.34648411127,88,6,506.970190214219,53,0,0,0.2938603508263403,1,1
58,23479.70161299624,115,2,68.69076711390133,103,1,0,0.19218117287887523,2,0
40,49711.79530449486,33,1,65.34696773811977,96,1,2,0.07500507022411919,3,0
25,37234.82805783631,116,3,90.7187063630804,38,0,1,0.023822038196257743,4,0
35,68275.08089291267,1,2,85.24058689781425,150,1,0,0.23312835578834537,1,0
48,46989.18803561125,1,0,0.0,94,1,2,0.27338320818625844,0,0
57,61206.289902913646,98,1,24.659330097674463,177,0,0,0.007649929812281952,2,0
31,42762.30634872602,52,2,73.11996999972851,103,0,0,0.1814787590801455,3,0
56,39867.76302826643,102,1,16.102034019492756,139,0,0,0.029652616620506632,2,0
32,59071.854012078635,16,3,124.77703386515626,120,1,1,0.22039272301267074,4,0
30,54164.50954476516,32,3,92.44021176267034,161,0,0,0.023307046626978654,2,0
41,54833.10895547271,102,2,158.52872221082905,63,0,0,0.21591903427224757,4,0
26,48593.3111697761,3,2,107.41781472021248,66,0,0,0.08877431344015324,0,0
39,61840.85131846879,110,2,12.478163102066176,34,0,0,0.03873711502980549,0,0
36,59671.59303600119,116,4,167.98297146528932,92,0,1,0.08133460387555319,4,0
32,17347.697880012078,35,1,5.0,84,0,0,0.2697985603461091,2,0
58,46138.199881650544,45,2,112.13359259059692,65,1,1,0.1625222388962242,4,0
35,65221.11164101414,26,1,8.909933424187109,27,1,1,0.09950636827665617,0,0
54,34706.97513167326,28,4,127.51752319181043,86,0,0,0.07824173416992414,0,0
55,24614.062687087244,99,0,0.0,156,1,0,0.057017723102314254,3,0
52,47918.27234974357,116,3,83.50546748946174,147,0,1,0.17780239854876217,2,0
32,57811.03788346007,81,2,75.04760240441675,78,1,0,0.061863596592348156,3,0
61,43092.779775335395,89,2,76.45282718334411,38,0,0,0.11015162413191265,0,0
30,69394.19389555657,1,0,0.0,41,0,0,0.06515020450382812,3,0
32,77654.33077806287,20,5,256.10861425447195,177,0,1,0.27817197821529577,2,0
63,21123.83692452667,31,2,75.38903919618923,157,0,1,0.1414958123026773,4,0
35,44240.085309025504,55,6,227.06020984522937,53,0,0,0.04326954290158834,2,0
54,15772.378670834063,29,1,28.377289260036672,108,0,2,0.1511860459532343,1,0
20,59915.13625045673,51,2,75.7406463212912,161,1,0,0.1298277112193934,0,0
49,39802.163249533696,64,3,25.967244648532617,126,0,0,0.2920085399091156,4,0
63,42862.917703273815,47,1,33.0920241567037,172,0,0,0.0013171495701621238,2,0
54,67221.37908946369,85,0,0.0,126,0,0,0.06155082316007022,3,0
48,30074.052756753343,81,0,0.0,54,1,0,0.2613577543756042,0,0
62,26306.57644220434,48,2,109.6846504100591,162,1,1,0.01829063048304559,0,0
33,15837.865972609812,16,3,124.53491786941942,165,0,0,0.18846473654815907,3,0
37,69057.91289573706,118,2,105.95342777525447,58,1,0,0.08070103203652787,3,0
21,65573.28436133327,53,5,136.5608276603653,31,0,1,0.24757470146839713,4,1
54,45591.67890707339,48,1,68.39474838103271,37,0,0,0.002808543321849255,4,1
55,30871.317989478353,65,3,79.7967751099815,174,0,0,0.23205290221128508,3,0
57,62511.45957425939,85,2,10.0,114,0,0,0.025495280744244075,2,0
56,91320.1336981856,75,2,129.95729978885143,136,0,0,0.11066012334699149,4,0
24,46464.68563848772,103,1,30.999320299248303,125,0,2,0.24518595281523317,1,0
52,31956.441603037758,18,1,74.34174159116205,67,1,0,0.2039463021325551,1,1
57,68625.39118371063,81,2,64.92575286923497,129,1,0,0.11768446482782112,0,0
28,33012.675707907954,99,2,45.324344205177226,111,1,0,0.06121315402422641,1,0
42,44499.88230009091,85,0,0.0,96,1,0,0.21666659226806767,1,0
65,15000.0,67,3,203.52087130904758,169,0,1,0.20416529194659697,4,0
39,45450.900163169485,40,3,21.837457210081496,96,1,0,0.16906454551117758,0,0
57,30825.691683646957,115,0,0.0,57,0,0,0.23853948864787825,3,0
45,68882.49279012393,89,3,60.06869405717343,127,0,0,0.058327169481696195,0,0
52,35357.84539974053,44,1,44.315673398895896,123,0,0,0.12405557408863609,0,0
50,61697.14442262257,117,3,131.97672427909674,41,1,0,0.2758072346440342,0,0
51,48425.91847909978,109,0,0.0,40,1,0,0.21576632312713384,2,1
58,51880.46689902759,49,2,74.67856951797128,81,0,0,0.11725678712951211,3,0
65,57833.31619977265,12,1,63.08950622336084,10,0,0,0.14463602998197383,0,0
33,49198.20030062926,26,3,40.99926613654601,134,0,0,0.21961063609580558,0,0
66,40282.93448170705,116,1,72.5686299137403,178,1,0,0.29918995165215206,2,0
50,37819.60614903788,115,5,313.7189813966424,168,1,0,0.0046959643739562735,3,0
48,57634.69820043674,93,1,44.4065884366856,84,1,0,0.01349498000554049,2,0
35,21473.922102008743,16,5,443.1157783333747,95,1,0,0.09269451704527716,2,0
39,75172.46571925012,52,3,159.71648303776968,78,0,1,0.2763825765006367,1,1
51,51977.325917196096,72,0,0.0,4,1,1,0.24543730351417195,2,0
36,44939.07634716762,10,3,120.70688550138694,147,1,0,0.23809267553895494,2,0
32,53991.27218341116,71,2,60.69697675760297,53,1,1,0.15921773489172086,0,1
60,41085.53331502143,96,1,46.035092463770646,78,1,0,0.1855424716734985,4,0
39,47329.27780927736,97,1,26.759206360143853,166,0,0,0.09542843710206794,3,0
51,33024.15651417884,51,2,125.24928765722413,31,0,1,0.006993959050628162,1,0
19,55626.289007148785,87,0,0.0,88,1,0,0.28130300509012135,2,0
22,48823.16253333218,76,3,205.239025476052,134,0,0,0.29839258567005517,2,1
62,52812.034508076074,50,0,0.0,150,0,1,0.21298264621149307,4,0
25,72247.09769620806,53,0,0.0,91,1,2,0.03984537399928135,2,0
59,37936.87418473349,93,1,27.96790882411785,14,0,1,0.11581914570989367,3,0
64,48066.74374400914,27,3,108.70181314407549,64,1,1,0.03738129489315351,2,0
43,25228.766564838857,102,1,29.558171377902994,14,1,0,0.08878888740890606,0,0
63,58250.48303465508,10,2,119.19627152399718,3,1,0,0.005213549227882019,2,0
40,49737.73037757476,27,2,100.42848752680236,79,0,0,0.2713228227368927,2,0
67,50260.19586255786,118,4,90.42323499117978,144,1,0,0.29588568891661116,3,0
30,47639.58283268724,76,2,53.89145818555278,22,0,0,0.2040094070278938,2,0
40,41327.15235458422,31,0,0.0,23,0,0,0.08317889031296503,3,0
38,87440.41920937663,10,0,0.0,171,1,0,0.006027104487915469,4,0
58,50573.2488749996,54,1,26.332057508530845,7,1,0,0.2395363119841411,3,0
20,54447.752542587776,107,1,52.46088033840586,19,0,0,0.08915068262248567,4,0
61,32908.68876330939,68,2,91.9893796514504,7,0,1,0.292598389196529,2,0
19,63276.60196717226,8,1,14.750323941695349,116,0,0,0.08690612652205733,3,0
34,48148.01819356355,93,3,181.46927564316485,114,1,0,0.04948935572543418,2,0
48,56687.20176689868,60,2,106.38741211262241,58,0,2,0.03953687163871728,3,0
25,63535.00894227556,33,4,189.87532464045853,18,1,1,0.23191722544457952,3,0
43,48441.38218672792,62,1,50.55335592057046,105,0,0,0.2759272241229072,3,0
69,39845.08851602725,92,2,48.86941529759518,48,1,0,0.17371462546760982,0,0
60,15083.94836141495,90,2,122.68418479913183,101,1,0,0.1218715444740657,0,0
19,44192.29615957721,15,1,56.980869414423495,158,1,0,0.0510402750665588,2,0
48,39763.89607131304,25,6,144.81518974862593,88,1,0,0.08141898025724562,2,0
49,32854.200761033084,98,2,167.10597248817925,111,1,0,0.033904840326423935,2,0
21,71796.28899956692,36,1,56.386739774279164,178,1,0,0.22859522170109886,0,0
51,64741.497093024875,108,0,0.0,96,1,0,0.06551787603278737,4,1
45,22552.41114446783,16,0,0.0,146,1,0,0.16396341336887205,0,0
53,52305.657021679384,108,1,53.150303990277436,14,1,0,0.03951417675321843,0,0
33,37741.34359579852,60,1,41.7025124274692,69,0,0,0.011940312489011584,2,0
31,55501.909172691325,6,2,138.27959099766474,147,1,0,0.2850610762472065,2,0
56,38005.295977398186,15,2,43.47594007943255,152,1,0,0.298017520157284,2,0
55,41915.04647029918,60,4,121.09175993224493,130,1,0,0.07640804656095353,2,0
26,64445.59087067442,11,1,36.68411653533935,147,1,0,0.1942021353228746,2,0
29,62290.11415586468,106,1,48.548890511249,162,0,1,0.2893789593808394,0,0
48,72642.20297471911,2,2,68.98992447149038,5,0,1,0.20498283643580667,1,1
61,46744.27998234426,95,5,209.75190207397677,40,1,1,0.19266033907017593,3,1
28,28165.071535297964,104,1,53.192172913349,19,1,0,0.08521456531095821,2,1
29,63819.40569396072,105,3,122.66426273215818,133,1,0,0.07459231337655763,4,0
60,63906.30978508965,24,3,68.38820695288284,9,1,0,0.08116697243951927,0,0
54,59424.0565470296,86,1,11.62249350303646,34,1,0,0.25502765783183323,2,0
64,38843.73611126975,86,2,30.30783531410529,82,0,0,0.16378058026240344,4,0
58,33937.96584112967,102,2,60.6106445012737,65,1,0,0.0266486817101665,3,0
67,58039.46405641339,91,5,116.69074505627192,125,1,0,0.18672145757480624,4,0
27,36707.70525062803,8,6,281.75237904046475,30,0,0,0.2275130068684732,3,0
32,45380.400995856195,79,3,40.636948453165644,52,1,0,0.2546582461271592,1,0
30,93597.65104907763,24,0,0.0,1,0,0,0.15803023308188807,3,0
20,81934.22961650894,9,0,0.0,56,1,0,0.007893288696796018,2,0
58,61890.35205575601,87,0,0.0,24,1,0,0.2639297280168001,1,1
52,40065.995727844434,50,3,100.44047772790935,47,1,0,0.28060535557936667,1,1
22,39165.12903857214,97,1,54.18669935101889,147,1,0,0.12866387210016036,1,0
28,60736.858843260845,87,2,88.83488499657877,152,0,0,0.015145043432440641,2,0
27,72454.85745537079,22,1,26.517162119257016,143,1,0,0.019964187274148747,2,0
38,42325.4707318441,42,1,44.02115145400511,26,1,0,0.12982255348338673,4,1
41,43147.98817584515,96,2,125.02728026846376,66,1,0,0.13766725971170155,2,1
33,51315.672842530905,65,2,61.9503209493597,39,0,0,0.2319841996196968,0,0
66,29165.50851640463,28,3,138.18651802970143,84,1,0,0.05345869706187954,4,0
29,29624.146483260127,87,1,7.028475163821682,147,0,0,0.014643080999070156,3,0
47,32359.902873711857,80,1,49.08726131429814,167,0,0,0.04140033635052707,0,0
40,58190.87234591361,107,2,122.09054856056561,161,1,0,0.13984706089274299,0,0
38,54079.92056320484,62,1,26.47185151415509,83,0,0,0.07224469936356488,4,0
60,67054.25112088304,97,4,145.9682122484389,94,1,0,0.14448520720304886,2,1
68,23942.064725100547,92,2,82.71087090780752,153,0,0,0.14139825669147726,1,0
18,27246.308121863534,28,0,0.0,173,1,1,0.12934342495442983,3,0
42,56835.82276549708,52,1,29.40218828895442,30,1,2,0.09232698070517432,3,0
24,36919.55256488031,56,2,151.85238782699753,150,1,0,0.1213563141797996,4,0
40,38008.53325462476,25,2,49.49927974143428,47,1,0,0.0748697874023862,4,0
50,65191.272067440696,70,1,36.323634378730986,160,1,1,0.2729335940771323,1,0
39,41705.7882043137,98,2,56.960848386136774,37,0,1,0.0939757074274841,4,0
34,43461.28914050648,9,4,153.96948336042826,5,0,1,0.13756611610659958,3,0
34,46248.64189505187,111,0,0.0,73,1,1,0.03865322704988648,4,0
33,47158.693043174724,99,3,91.2739908378015,52,1,1,0.21081255802247872,4,0
34,60274.036403306185,75,1,10.711794183036186,97,1,0,0.14213167289651127,4,0
37,31849.93404110443,105,4,113.90850920215799,46,1,0,0.2564067678861584,3,0
53,47178.26010238542,103,3,150.22153389427277,101,1,0,0.06099818768463263,4,0
22,67435.57923813476,114,0,0.0,167,1,0,0.21352581820141467,4,0
20,81991.27510687314,3,1,55.081262793911044,130,0,0,0.18111783613738505,1,0
44,29650.41967424447,108,3,127.62801969539103,158,1,0,0.1648198010209303,1,1
53,54965.09372197586,65,5,367.0019850258434,64,1,1,0.10987803251085458,0,1
31,47148.325742111214,96,1,30.768955482040383,16,1,0,0.10813682121201225,3,0
28,48518.087766453384,46,4,20.0,113,1,0,0.15806188114596006,4,0
50,38156.273606720104,54,2,103.310741205034,14,0,0,0.27609044954880096,4,0
37,61337.06655822707,85,2,26.283382461798148,160,1,0,0.17097130914468875,3,0
56,60567.41137871723,50,1,30.823323732212607,82,0,0,0.12816813840605032,3,0
25,87843.13354395755,40,1,67.25806516766731,153,0,0,0.2283820924003223,0,0
24,30183.81031277496,16,2,68.91724492506619,23,0,0,0.24393429117700904,0,1
46,23781.352753819625,2,0,0.0,92,1,0,0.0008934969857563035,0,0
38,80820.97029512591,105,4,196.86182254240788,109,0,0,0.06188439260543244,3,0
55,49221.6202996686,57,3,156.7078561102672,139,1,0,0.29194802446486284,1,0
44,43148.03156797348,34,0,0.0,111,1,0,0.22500227528144534,4,0
36,52823.620719622726,71,2,45.632958106257554,146,0,0,0.16216257285206773,4,0
26,29077.213419972028,117,4,92.42022992546627,30,0,0,0.027782527962661507,2,0
26,55637.9032383236,81,0,0.0,9,1,0,0.2214489593468308,1,0
57,48796.07045199786,63,1,55.84205262988908,171,1,0,0.15305482597415698,0,0
29,66106.6816904926,100,2,91.83409607252376,130,0,0,0.1456019968942933,3,0
44,62855.19587620974,4,5,202.98507741881156,172,1,0,0.27376304280903646,3,0
60,64104.994035598866,119,3,131.06866670815918,163,0,2,0.1919044540034918,3,0
64,52862.539457728,85,3,15.0,126,0,0,0.08285516845436872,0,0
31,74065.19481052377,91,4,53.77482241968059,58,1,0,0.21463384908243519,0,0
23,58643.79607365513,29,1,42.85208939875492,104,0,0,0.13918568080141935,1,0
58,42003.189619514684,37,1,26.967625532971706,132,0,0,0.08127652576052799,4,0
53,37861.63340902196,75,1,23.463729003225684,18,1,1,0.12121816324910366,3,0
35,39552.02856790615,112,3,31.417393976857777,48,1,0,0.2274040386494119,3,0
48,58832.451064798894,30,2,100.43511262451536,137,1,1,0.11467030723668792,0,0
27,30025.704938511248,81,3,30.805409199160085,114,1,0,0.04647691892357092,4,0
54,52326.589389268906,37,2,49.60456104408658,175,1,0,0.024714536968375864,2,0
55,37506.8924521626,107,1,25.65747685535614,174,0,1,0.09152830167361002,3,0
33,31203.186583786155,70,2,133.30005380626346,72,1,0,0.08957808853043273,2,0
42,33625.03220937369,50,3,142.46537737605837,65,1,0,0.24928652276190394,3,0
35,49643.126724015194,119,3,215.66225592707136,41,1,1,0.043449926540982176,4,1
19,61456.62292808807,17,3,22.361688214762864,2,1,0,0.03703418454801298,4,0
24,39860.95378177408,49,0,0.0,46,1,0,0.0620697618307477,4,1
67,18860.343263486968,82,2,116.20695886790979,61,0,1,0.23088265520884332,2,1
41,97315.00922916844,49,1,42.394283603019566,124,0,0,0.07688000570168275,3,0
25,66766.95116384704,17,0,0.0,167,1,0,0.12437079875940983,0,1
20,63984.188402648455,36,3,215.79109047944104,70,1,0,0.19802099046700086,0,0
36,74418.17916379811,104,2,101.98478440630203,131,0,0,0.07832435525730959,4,0
69,51385.54769895513,22,1,18.706434759851813,69,1,1,0.08121565206199145,2,0
38,47974.98297868312,77,2,79.84298221839879,39,1,0,0.1597749234458726,1,1
69,70336.87111932792,17,2,137.02001341016165,26,0,0,0.2848533828195472,1,1
43,70235.63974932511,53,2,60.97635167456299,85,1,1,0.26669302850259574,0,1
57,59227.80158920368,49,3,85.27519752100017,128,0,0,0.21782368795237386,4,1
58,63237.46790983148,16,0,0.0,53,1,1,0.2523034304535679,2,0
19,31418.41654454957,94,0,0.0,166,1,1,0.07350865591690305,0,0
18,46137.95587136117,34,1,48.25669061842428,9,1,1,0.0015351386174972447,1,0
65,75557.2217392941,69,1,71.5163503035158,121,1,0,0.25862148347137437,4,1
66,62065.16377620175,34,3,229.93521030587135,111,1,0,0.07699527038527285,1,0
24,28069.68726685708,50,6,172.76558524615623,84,1,0,0.28523366557463614,3,0
51,42033.45897465759,6,1,41.67205165291516,135,0,0,0.021841312799059886,1,0
66,73114.35097040156,30,4,124.99460703815741,80,1,0,0.07878742199731661,3,0
67,56828.25725598024,18,2,97.9555980284624,177,1,0,0.2130226473638326,2,0
33,52728.33976401419,78,0,0.0,87,0,0,0.08334106290518312,3,0
60,53179.41497057721,73,3,54.04075129119008,14,0,0,0.03524039961758517,0,0
51,48746.579102775715,28,2,106.94735138950877,9,1,0,0.2494227752238323,4,0
66,42136.356449425286,5,3,97.90964964116168,67,1,1,0.21895029958994056,4,0
25,37496.16832945974,41,1,27.59186561281509,39,1,0,0.08932751450115108,0,0
49,65154.86858626627,57,1,42.74892265549197,60,0,1,0.02521574751395589,3,1
19,53563.18089535032,8,3,99.13487286004188,78,0,0,0.043961386126611546,3,0
36,60605.79649973125,71,1,68.65744917513882,141,0,0,0.2911823174486729,1,0
18,58200.334680419604,55,3,115.98479185080542,35,1,0,0.17208532175065472,3,0
41,71130.74697920457,30,1,38.24060118795245,145,1,0,0.22455221660985197,4,0
60,56819.63768195515,49,0,0.0,95,1,0,0.09216709539484008,2,0
52,62354.144040948195,119,3,49.92888798313321,35,0,0,0.2745783818481081,1,0
34,52509.245592444,115,2,86.31446829564595,169,0,0,0.17892111833645508,3,0
40,35788.34212145128,55,2,135.18108678945492,92,0,0,0.046691853710841745,4,0
37,46615.74514172031,107,3,60.937692623406946,157,0,0,0.17006196634010512,3,0
56,58848.78948857416,90,1,61.343711434221,126,0,0,0.23193127868886348,1,0
31,60165.09101695923,34,2,53.263418674710124,29,1,0,0.15958625262466372,2,1
22,71765.4194485271,27,1,50.26013302208198,58,0,0,0.2218835552679138,0,0
44,43101.19414227624,10,0,0.0,24,0,0,0.1552516324477757,1,0
61,53389.973481261935,5,1,28.582889646814806,85,1,0,0.1497192026944547,1,0
42,48062.67619087744,52,3,165.37358638875386,78,0,1,0.06425845650414236,0,0
28,74364.68812878101,9,1,50.211107699692526,60,0,0,0.21385749257538553,4,0
20,55646.72887875557,84,2,56.9406061105926,30,1,0,0.13064094244791666,3,0
67,55933.913195324596,35,2,88.01271611518337,127,1,0,0.0046049276426815555,2,0
57,49465.10403442988,28,1,34.97223436450619,101,1,1,0.08745768533473004,0,0
26,46623.96875163834,37,2,34.16425559368829,170,0,0,0.14409783813123586,4,0
21,28269.953984997173,61,0,0.0,93,0,2,0.050617042281012124,2,0
24,31081.968441754238,23,3,94.99198445868856,90,0,0,0.10089105624109264,4,0
37,52682.66692825873,38,2,21.365900558417337,176,0,2,0.23561719581959445,3,0
60,50812.23733340503,40,3,99.1148479919448,11,0,1,0.26342498991829155,1,0
26,52766.35131686795,115,1,5.0,51,0,0,0.05375373781840493,2,0
60,64120.83879282132,15,3,96.6249388814856,49,1,0,0.05802488391130281,1,1
18,51394.0866265586,18,4,136.32202661630635,148,0,2,0.08077429925833236,0,0
56,44775.328909778116,106,2,129.31420928104296,152,0,1,0.27030636727876345,0,0
32,46850.3567413239,87,3,146.9726575071301,70,0,1,0.11721190521457397,2,0
67,53658.60208137164,37,3,203.2670697574443,72,1,0,0.21824693682107718,1,0
42,44299.97015959549,10,2,60.287042196894106,8,1,0,0.19870273479282377,4,0
32,65965.90325922772,88,3,117.18807549796,69,0,0,0.1722186082536568,0,0
30,49830.89070661367,75,2,53.31489688392518,97,0,0,0.23728705151304605,4,0
60,53774.934741430545,109,0,0.0,90,0,0,0.04258689195238433,4,0
38,37751.49602202626,7,1,20.245387769855235,40,0,0,0.012710257918664458,3,0
36,65973.1394430994,112,1,7.8567172470915665,40,1,0,0.02602423967484413,2,0
56,71584.48512311309,66,1,19.26269837939738,174,0,0,0.10532788676758763,0,0
45,29552.793042625297,68,1,26.166279616659516,169,1,1,0.22046028828644013,0,0
52,56013.33621624016,93,3,66.73659775066685,136,1,0,0.15563310607709732,0,0
41,48381.333954665955,39,2,67.58549151278083,24,0,0,0.2275308576047657,1,0
21,54260.5375318854,66,4,268.5144703684402,30,1,0,0.14095704290217034,3,0
18,56781.4048089096,108,2,29.71709862786929,79,0,1,0.2832009981578844,4,1
20,16475.663025244998,66,3,227.00670778527598,79,0,2,0.014058868902656162,4,0
47,61392.30181701082,116,2,26.863165050122795,52,0,0,0.2993801105994231,1,0
44,66685.96614153041,9,0,0.0,21,1,0,0.22134854901310097,0,0
56,68372.07408012952,90,1,28.916033663711566,137,1,0,0.08699064606934677,3,0
64,35830.66789314543,115,1,41.18961776685229,70,1,1,0.15600371555058834,2,0
27,49535.40871332185,69,1,50.15048133876503,114,1,0,0.15854765792882755,0,0
67,41916.262711416486,1,3,139.30162385816786,139,0,0,0.294376670261496,0,0
66,21271.313742720457,20,2,104.2933339040408,92,0,0,0.0992499640726975,1,0
50,40691.94176009059,34,1,34.43301181324213,107,0,0,0.05611641350490314,1,0
45,33738.37790553849,75,0,0.0,90,1,0,0.18883669513674947,1,1
27,55017.89499181923,97,2,45.94978256379544,154,0,0,0.13015892455532238,2,0
27,25528.281419385225,28,3,28.503076931202713,118,1,0,0.10613220896026283,3,0
18,35306.77247813953,17,0,0.0,88,0,0,0.27262157719214897,0,0
51,42208.037947046985,22,2,99.42556920773556,9,1,0,0.24690890597723983,4,0
40,61552.40337023002,30,1,36.04324659749359,36,0,1,0.14436179826457526,0,0
27,91666.62418010682,48,0,0.0,136,1,1,0.26558943030018534,0,0
24,54546.3493225433,92,1,16.84722955327929,153,1,0,0.28051275054507313,3,0
21,34518.33790769865,48,2,55.82849524486501,56,1,0,0.28950718135455955,0,0
51,39813.502960557154,95,3,123.82905925014856,104,1,0,0.06580015510385234,2,0
53,59870.87121135118,61,2,107.5451412429085,99,0,2,0.1739890741900572,4,0
50,29809.932843237002,83,0,0.0,34,0,0,0.13970604458893388,3,0
23,66450.78951960296,46,3,15.800539661689498,124,0,0,0.0427559481612881,1,0
20,54101.14481940651,99,1,46.55926911445027,5,1,0,0.20137848740282396,3,0
23,48123.92730099785,5,3,175.7455314739247,21,1,0,0.291961658263522,1,1
57,24726.7074033839,46,4,28.42746586457895,137,1,0,0.2105626250197152,4,0
56,63805.80683064784,58,4,174.98387942992986,18,1,0,0.005928164377764,4,0
33,38575.63264180622,97,5,223.83495681953923,162,1,1,0.18734404487557832,3,0
20,52305.38345483415,36,0,0.0,91,0,0,0.09301689091970679,2,0
34,47642.59616055328,25,6,314.18295592364063,179,1,1,0.22025818799143118,1,0
60,26243.00008304938,71,2,78.01284185990859,22,0,0,0.22456338046491836,2,0
25,46539.71662869822,63,1,62.04165939008946,143,1,1,0.10510543074819709,2,0
59,31845.740362127217,50,4,264.6449058290904,153,1,0,0.2622456230030034,2,0
42,40219.70995154474,67,1,48.10247016885024,99,0,0,0.19327601793689805,4,1
25,56491.69173024639,49,1,21.128426593547598,67,1,1,0.05982262433132016,4,0
66,60536.8997124802,16,1,45.818573661094874,129,0,0,0.027614180598556193,3,0
44,49726.29710771786,102,2,71.07550674755264,69,0,0,0.11365961557406055,4,0
52,36740.854618331934,20,1,26.178824421000623,61,0,0,0.12145469566000856,0,0
23,40288.82937687027,89,1,51.60015438112582,150,1,1,0.06879568139995575,1,0
37,40028.41038667336,24,1,24.254258049895526,148,1,0,0.002661940906884952,2,0
50,17944.033638679277,95,3,145.490451564338,87,0,0,0.18226384898375833,3,1
51,51098.90267530487,26,1,33.120586645688306,151,1,0,0.2847008474441932,2,0
21,25008.87174563786,76,4,278.37081232148137,34,0,0,0.2382881820528637,1,0
49,51142.93563613219,116,2,114.18546406546227,83,0,0,0.1926656186766318,0,0
67,28108.4710499329,105,7,35.0,156,0,2,0.1729858557776891,2,1
58,31906.183659799746,26,2,55.65321875192828,146,0,1,0.010017143728184297,0,0
28,60029.234459120315,76,1,55.71854904929879,6,0,0,0.2606812776000613,4,0
65,50368.54089779204,39,4,84.80090533304677,79,0,1,0.13558338650669421,1,0
53,21727.36468087324,4,0,0.0,27,1,0,0.004311396188749072,2,1
20,41618.03466001964,115,2,115.14925661460884,164,1,1,0.29374541333953386,2,0
24,53929.22812837712,60,1,36.926815325041254,9,0,0,0.05267230545488629,3,0
65,40710.640659798715,53,1,54.275334713311715,94,0,1,0.08131074524564497,1,1
28,44852.72368282046,69,2,122.96359217336112,20,1,0,0.22010269987387304,4,1
23,53661.08680285949,21,1,51.125615156044105,140,0,0,0.2974211582042237,1,0
41,50670.54846866288,107,2,90.79541582986488,13,0,0,0.07104434085554229,1,0
45,35116.155605752145,51,4,20.0,155,0,0,0.04290895143281585,2,0
47,50334.534379149445,62,0,0.0,4,0,0,0.06282261896893755,3,0
52,45689.83286474685,113,0,0.0,29,0,0,0.19063379002395087,2,0
69,75861.77577463708,29,2,110.49716745837142,140,1,0,0.023692023261172524,3,0
57,48453.75826247757,105,2,133.44692865698607,164,1,0,0.1471710341700437,4,0
19,52024.590154509955,54,3,79.61561409922763,50,1,1,0.22688006321498838,4,0
22,53896.79379122635,13,1,41.50781434096565,76,0,0,0.27593477720650134,3,1
18,45165.42973951159,51,2,80.8163717685313,26,0,0,0.22664452162123214,2,0
38,39201.15725915951,56,0,0.0,31,1,0,0.15821688229053432,4,0
36,56896.51542586519,67,0,0.0,44,0,0,0.1659938339705457,0,1
66,57019.18614408275,67,0,0.0,20,1,0,0.006164717532633657,1,0
37,81238.64780285032,32,0,0.0,9,0,0,0.21336669091909718,2,0
19,61136.23100990687,107,0,0.0,34,0,0,0.011740974221207678,4,0
63,61389.1894845312,40,3,86.62922912793866,179,0,0,0.18723698330421112,1,0
31,60766.03097547918,80,4,168.5687641514042,40,1,0,0.20314690024680998,4,0
65,39645.163716602176,115,2,63.73234990226483,74,1,1,0.2059572863389562,3,0
58,31130.39247928242,17,3,197.47044454551684,158,0,0,0.2781492102070013,4,0
63,34946.11039824686,59,2,95.36219982820752,150,0,0,0.1127091098866338,1,0
60,60319.581995870976,13,4,88.78845973180847,14,0,1,0.18120535459151785,1,0
25,71324.39831991712,101,4,278.2980423059013,21,1,0,0.2179434657148982,0,1
50,61010.041585716666,99,3,82.52250283058333,31,0,1,0.22912575532932053,0,0
39,47495.974184024446,115,2,81.6844974987867,175,1,0,0.16679911945763495,4,1
50,75150.1179120283,109,2,95.56690237987621,5,1,1,0.18579752837286964,0,0
56,43345.1835455573,97,2,70.75402427752002,81,1,0,0.13648197249308594,1,0
44,32777.700834902054,42,4,196.10167686451024,72,1,0,0.23259300302627303,3,0
34,53794.87882996819,48,2,70.6539854959781,179,0,1,0.09976112838102415,2,0
65,69377.9076118134,6,0,0.0,48,1,0,0.13152324390591855,3,0
52,37342.9980782414,24,1,27.193271584623595,173,1,0,0.25138456349187654,1,0
64,24428.093152920712,54,1,29.25394060134013,56,0,1,0.014373320190463145,2,1
30,50565.56673102566,96,3,71.96879403193978,116,0,0,0.13584968107995257,3,0
